¿Cuál es la diferencia fundamental entre monitorización y observabilidad?,"La monitorización es reactiva y busca problemas conocidos en un sistema, mientras que la observabilidad es proactiva y permite hacer preguntas arbitrarias sobre el comportamiento del sistema para descubrir problemas desconocidos."
"Los tres pilares de la observabilidad son las métricas, los logs y _____.",las trazas (traces).
¿Qué tipo de pregunta responde principalmente el pilar de 'métricas' en la observabilidad?,"Responde a la pregunta de 'qué' está mal, indicando síntomas a través de datos numéricos agregados a lo largo del tiempo."
¿Qué tipo de pregunta responde principalmente el pilar de 'logs' en la observabilidad?,"Responde a la pregunta de 'por qué' ocurrió un evento, proporcionando un registro detallado y con marca de tiempo de eventos discretos."
¿Qué tipo de pregunta responde principalmente el pilar de 'trazas' (traces) en la observabilidad?,"Responde a la pregunta de 'dónde' ocurrió un problema, mostrando el flujo de una solicitud a través de múltiples servicios en un sistema distribuido."
Término: Perfilado Continuo (Continuous Profiling),"Es una técnica de observabilidad que recopila continuamente datos a nivel de código sobre el consumo de recursos (CPU, memoria) para identificar cuellos de botella en el rendimiento de la aplicación."
¿Qué es un SLI (Service Level Indicator)?,"Es una medida cuantitativa de algún aspecto del nivel de servicio proporcionado, como la latencia de solicitud o la tasa de errores."
¿Qué es un SLO (Service Level Objective)?,"Es un objetivo para el valor de un SLI a lo largo del tiempo, que define el umbral de fiabilidad deseado para un servicio."
¿Qué es un SLA (Service Level Agreement)?,Es un contrato con los usuarios que incluye consecuencias explícitas (generalmente financieras) si no se cumplen los SLOs.
El presupuesto de error (error budget) se deriva directamente del _____.,SLO (Service Level Objective).
"Las cuatro 'Señales Doradas' (Golden Signals) de la monitorización de SRE de Google son Latencia, Tráfico, Errores y _____.",Saturación.
"En el contexto de las 'Señales Doradas', ¿a qué se refiere la 'Latencia'?",Al tiempo que tarda un servicio en responder a una solicitud.
"En el contexto de las 'Señales Doradas', ¿a qué se refiere el 'Tráfico'?","A la cantidad de demanda que se ejerce sobre el sistema, medida comúnmente en solicitudes por segundo."
"En el contexto de las 'Señales Doradas', ¿a qué se refiere la 'Saturación'?","Mide cuán 'lleno' está un servicio, indicando la utilización de sus recursos más limitados (CPU, memoria, etc.)."
"El método de monitorización RED, utilizado para servicios, se compone de Tasa (Rate), Errores (Errors) y _____.",Duración (Duration).
Término: Alta Cardinalidad,"Se refiere a la propiedad de los datos donde una columna o atributo (como un ID de usuario o un ID de solicitud) tiene un gran número de valores únicos, lo que puede aumentar los costos de almacenamiento y la latencia de las consultas."
¿Cuál es uno de los principales impulsores del aumento de la cardinalidad en las arquitecturas nativas de la nube?,"El uso de microservicios y contenedores, donde cada instancia efímera (pod, contenedor) genera series temporales únicas."
"En el trazado distribuido, ¿qué es un 'span'?","Un 'span' representa una única operación o unidad de trabajo dentro de una traza, con un nombre, una hora de inicio y una de finalización."
"En el trazado distribuido, ¿qué es una 'traza' (trace)?","Una 'traza' es la visualización del recorrido completo de una solicitud a medida que pasa a través de los diferentes servicios de un sistema distribuido, compuesta por uno o más spans."
Término: Propagación de contexto (Context Propagation),Es el mecanismo por el cual los identificadores de traza y span se pasan de un servicio a otro (generalmente a través de encabezados HTTP) para mantener la continuidad de una traza distribuida.
¿Cuál es la principal diferencia entre el muestreo basado en la cabecera (head-based) y el muestreo basado en la cola (tail-based)?,"El muestreo 'head-based' toma la decisión de muestrear al inicio de la traza, mientras que el 'tail-based' espera a que la traza se complete para tomar una decisión más informada."
¿Cuál es una ventaja clave del muestreo basado en la cola (tail-based)?,"Permite capturar de manera fiable trazas 'interesantes', como aquellas con errores o alta latencia, ya que la decisión se toma con la información completa de la traza."
¿Cuál es un desafío principal del muestreo basado en la cola (tail-based)?,"Requiere infraestructura adicional para almacenar temporalmente todos los spans de una traza antes de tomar la decisión de muestreo, lo que aumenta la complejidad y el costo."
¿Qué es OpenTelemetry (OTel)?,"Es un estándar y un conjunto de herramientas de código abierto para la instrumentación, generación, recolección y exportación de datos de telemetría (métricas, logs y trazas)."
OpenTelemetry proporciona un backend de observabilidad completo. ¿Verdadero o Falso y por qué?,"Falso. OpenTelemetry es un estándar y una especificación para la recolección de datos, pero no proporciona un backend para almacenar o visualizar esos datos; debe integrarse con uno."
"El pipeline de un Colector de OpenTelemetry se compone de tres tipos de componentes: receptores (receivers), procesadores (processors) y _____.",exportadores (exporters).
¿Cuál es la función de un 'receptor' (receiver) en el Colector de OpenTelemetry?,"Es el punto de entrada de los datos de telemetría al colector, escuchando datos en formatos como OTLP, Jaeger o Prometheus."
¿Cuál es la función de un 'procesador' (processor) en el Colector de OpenTelemetry?,"Modifica los datos de telemetría antes de la exportación, realizando tareas como el procesamiento por lotes (batching), filtrado, muestreo o adición de atributos."
¿Cuál es la función de un 'exportador' (exporter) en el Colector de OpenTelemetry?,"Envía los datos de telemetría a uno o más backends o destinos, como Grafana Tempo, Datadog o un endpoint OTLP genérico."
"En un despliegue a gran escala con OpenTelemetry, ¿cuál es el propósito del patrón 'agente-gateway'?","El 'agente' (un colector ligero local) recopila telemetría de la aplicación, y el 'gateway' (un colector centralizado) se encarga del procesamiento pesado como el muestreo de cola y el enrutamiento a múltiples backends."
Término: eBPF (extended Berkeley Packet Filter),"Es una tecnología del kernel de Linux que permite ejecutar programas en un entorno aislado dentro del kernel, utilizada para redes, seguridad y observabilidad de bajo overhead sin modificar el código de la aplicación."
¿Qué componente del stack de Grafana se utiliza principalmente para la ingesta y consulta de logs?,Grafana Loki.
¿Qué componente del stack de Grafana se utiliza principalmente para el almacenamiento y consulta de trazas distribuidas?,Grafana Tempo.
¿Qué componente del stack de Grafana se utiliza como backend de métricas escalable y compatible con Prometheus?,Grafana Mimir.
¿Qué componente del stack de Grafana se utiliza para el perfilado continuo?,Grafana Pyroscope.
¿Cuál es la principal estrategia de Grafana Tempo para reducir los costos de almacenamiento de trazas?,Evita la indexación pesada de spans y depende de la correlación con logs y métricas (a través de Trace IDs) para encontrar trazas.
El lenguaje de consulta utilizado por Grafana Loki para buscar en los logs se llama _____.,LogQL.
¿Qué es Grafana Alloy?,"Es una distribución del Colector de OpenTelemetry mantenida por Grafana, diseñada para ser un agente de telemetría flexible."
Prometheus utiliza un modelo de recolección de métricas basado en _____ (pull) en lugar de _____ (push).,"extracción (pull), empuje (push)."
El lenguaje de consulta utilizado por Prometheus para consultar métricas de series temporales se llama _____.,PromQL (Prometheus Query Language).
¿Por qué Prometheus por sí solo no se considera una solución completa de observabilidad?,Porque se enfoca exclusivamente en métricas y requiere sistemas separados para logs (como Loki) y trazas (como Jaeger o Tempo).
"En Kubernetes, la herramienta _____ se utiliza para generar métricas sobre el estado de varios objetos como deployments, pods y servicios.",kube-state-metrics.
"Según un informe de New Relic, ¿cuál fue el principal desafío citado por las organizaciones de servicios financieros para lograr la observabilidad de pila completa?",Demasiadas herramientas de monitorización y datos aislados (siloed data).
Término: Tasa de consumo (Burn Rate),Es una métrica utilizada en las alertas de SLO que mide la velocidad a la que se consume el presupuesto de error en relación con el período del SLO.
¿Por qué alertar sobre la tasa de consumo (burn rate) es a menudo más efectivo que alertar sobre un umbral de error simple?,"Porque puede detectar problemas significativos más rápidamente y con mayor precisión, incluso si son breves, al contextualizar el gasto del presupuesto de error en un período de tiempo."
Término: Métricas P99 (percentil 99),"Representa el valor de latencia por debajo del cual se encuentra el 99% de las solicitudes, destacando la experiencia del peor caso para la mayoría de los usuarios y exponiendo los valores atípicos de la cola larga."
¿Qué problema común en los entornos de ejecución con recolección de basura (como Java) puede causar picos en la latencia P99?,"Las pausas periódicas del recolector de basura (garbage collection), que detienen la ejecución normal de la aplicación para liberar memoria."
Término: Observability-Driven Development (ODD),"Es un enfoque de desarrollo de software que integra la instrumentación y la observabilidad en las primeras etapas del ciclo de vida, utilizando pruebas basadas en trazas."
¿Cómo se relaciona ODD con TDD (Test-Driven Development)?,"Mientras que TDD se centra en la corrección funcional (el código hace lo que se supone que debe hacer), ODD se enfoca en el comportamiento observable (se puede verificar cómo lo hace en producción)."
Técnica: Filtrado de Atributos (Attribute Filtering),"Una técnica de control de costos en el Colector de OpenTelemetry que elimina atributos innecesarios de logs, métricas y spans para reducir el tamaño de la carga útil (payload)."
¿Cómo se puede utilizar el Colector de OpenTelemetry para evitar que datos sensibles (PII) lleguen a los backends de observabilidad?,"Usando el procesador de atributos (`attributes processor`) para eliminar, enmascarar o aplicar un hash a los campos que contienen datos sensibles antes de exportarlos."
